Region,Country,Item Type,,,
Sub-Saharan Africa,Zambia,Clothes,,,
Middle East and North Africa,Bahrain,Baby Food,,,
Central America and the Caribbean,Dominican Republic,Fruits,,,
Europe,Italy,Household,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,,,
Sub-Saharan Africa,Rwanda,Beverages,,,
Europe,Greece,Office Supplies,,,
Australia and Oceania,Papua New Guinea,Cosmetics,,,
Europe,Bulgaria,Personal Care,,,
Europe,Monaco,Vegetables,,,
Europe,Albania,Clothes,,,
Middle East and North Africa,Bahrain,Fruits,,,
Europe,Croatia,Cereal,,,
Europe,Estonia,Meat,,,
Sub-Saharan Africa,Djibouti,Office Supplies,,,
Europe,Ireland,Cosmetics,,,
Asia,Laos,Meat,,,
Australia and Oceania,Palau,Meat,,,
Asia,Turkmenistan,Clothes,,,
Asia,China,Cosmetics,,,
Australia and Oceania,Samoa ,Fruits,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Household,,,
Sub-Saharan Africa,Tanzania,Snacks,,,
Europe,Slovenia,Vegetables,,,
Europe,Montenegro,Vegetables,,,
Asia,Cambodia,Cosmetics,,,
Europe,Luxembourg,Baby Food,,,
Middle East and North Africa,Libya,Baby Food,,,
Sub-Saharan Africa,Sierra Leone,Cereal,,,
Middle East and North Africa,Tunisia ,Vegetables,,,
Asia,Singapore,Office Supplies,,,
Central America and the Caribbean,Belize,Vegetables,,,
Sub-Saharan Africa,Botswana,Household,,,
Sub-Saharan Africa,Niger,Cosmetics,,,
Europe,Hungary,Fruits,,,
Australia and Oceania,Samoa ,Personal Care,,,
Middle East and North Africa,Tunisia ,Office Supplies,,,
Middle East and North Africa,Egypt,Cereal,,,
Central America and the Caribbean,Haiti,Snacks,,,
Sub-Saharan Africa,Nigeria,Baby Food,,,
Asia,Brunei,Office Supplies,,,
Sub-Saharan Africa,Benin,Fruits,,,
Middle East and North Africa,Syria,Vegetables,,,
Central America and the Caribbean,Belize,Household,,,
Europe,Greece,Beverages,,,
Sub-Saharan Africa,Djibouti,Snacks,,,
Sub-Saharan Africa,Botswana,Beverages,,,
Central America and the Caribbean,Belize,Beverages,,,
Sub-Saharan Africa,Republic of the Congo,Cosmetics,,,
Sub-Saharan Africa,Guinea,Cereal,,,
Europe,Belarus,Beverages,,,
Middle East and North Africa,Syria,Baby Food,,,
Europe,Romania,Vegetables,,,
Middle East and North Africa,Israel,Fruits,,,
Europe,Vatican City,Office Supplies,,,
Asia,Bhutan,Baby Food,,,
Asia,China,Clothes,,,
Europe,Italy,Meat,,,
Sub-Saharan Africa,Guinea,Clothes,,,
Middle East and North Africa,Tunisia ,Vegetables,,,
Sub-Saharan Africa,Malawi,Meat,,,
Sub-Saharan Africa,Kenya,Cereal,,,
Europe,Moldova ,Cereal,,,
Europe,Kosovo,Baby Food,,,
Middle East and North Africa,Kuwait,Beverages,,,
Sub-Saharan Africa,Guinea,Cosmetics,,,
Sub-Saharan Africa,Zimbabwe,Personal Care,,,
Sub-Saharan Africa,Niger,Vegetables,,,
Central America and the Caribbean,Jamaica,Cosmetics,,,
Sub-Saharan Africa,Ghana,Cereal,,,
Central America and the Caribbean,Nicaragua,Personal Care,,,
Australia and Oceania,Tonga,Personal Care,,,
Europe,Serbia,Office Supplies,,,
Middle East and North Africa,Egypt,Beverages,,,
Australia and Oceania,Solomon Islands,Fruits,,,
Middle East and North Africa,Syria,Snacks,,,
Middle East and North Africa,Iraq,Baby Food,,,
Europe,Kosovo,Baby Food,,,
Europe,Ireland,Clothes,,,
Asia,India,Meat,,,
Asia,Thailand,Cereal,,,
Sub-Saharan Africa,Niger,Office Supplies,,,
Middle East and North Africa,Pakistan,Vegetables,,,
Sub-Saharan Africa,Equatorial Guinea,Household,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,,,
Sub-Saharan Africa,Zambia,Personal Care,,,
Australia and Oceania,East Timor,Vegetables,,,
Sub-Saharan Africa,Kenya,Meat,,,
Europe,Ireland,Meat,,,
Asia,Cambodia,Personal Care,,,
Sub-Saharan Africa,Swaziland,Clothes,,,
Central America and the Caribbean,The Bahamas,Office Supplies,,,
Europe,Spain,Vegetables,,,
Central America and the Caribbean,Belize,Personal Care,,,
Europe,United Kingdom,Baby Food,,,
Europe,Serbia,Office Supplies,,,
Europe,Slovenia,Meat,,,
Australia and Oceania,Papua New Guinea,Beverages,,,
Middle East and North Africa,Pakistan,Cosmetics,,,
Australia and Oceania,New Zealand,Beverages,,,
Sub-Saharan Africa,Ghana,Fruits,,,
Central America and the Caribbean,Jamaica,Snacks,,,
Europe,Luxembourg,Personal Care,,,
Europe,Kosovo,Beverages,,,
Sub-Saharan Africa,Republic of the Congo,Snacks,,,
Australia and Oceania,Kiribati,Office Supplies,,,
Europe,Serbia,Office Supplies,,,
Middle East and North Africa,Israel,Snacks,,,
Sub-Saharan Africa,Ghana,Office Supplies,,,
Europe,Croatia,Beverages,,,
Sub-Saharan Africa,Sao Tome and Principe,Snacks,,,
Sub-Saharan Africa,Gabon,Snacks,,,
Europe,Bosnia and Herzegovina,Fruits,,,
Middle East and North Africa,Egypt,Personal Care,,,
Sub-Saharan Africa,Zimbabwe,Cereal,,,
Europe,Slovenia,Cereal,,,
Sub-Saharan Africa,Eritrea,Personal Care,,,
Sub-Saharan Africa,Uganda,Clothes,,,
Asia,Myanmar,Meat,,,
Sub-Saharan Africa,Mauritius ,Snacks,,,
Europe,Spain,Meat,,,
Australia and Oceania,Australia,Office Supplies,,,
Sub-Saharan Africa,Guinea,Cereal,,,
Asia,Turkmenistan,Fruits,,,
Australia and Oceania,Palau,Vegetables,,,
Central America and the Caribbean,Nicaragua,Beverages,,,
Europe,Iceland,Fruits,,,
Sub-Saharan Africa,Nigeria,Household,,,
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,,,
Europe,Monaco,Meat,,,
Europe,Belgium,Cereal,,,
Europe,France,Fruits,,,
Sub-Saharan Africa,Benin,Household,,,
Sub-Saharan Africa,Ethiopia,Vegetables,,,
Australia and Oceania,New Zealand,Beverages,,,
Asia,Kyrgyzstan,Cosmetics,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,,,
Australia and Oceania,Papua New Guinea,Household,,,
Sub-Saharan Africa,Gabon,Snacks,,,
Europe,Kosovo,Household,,,
Asia,Sri Lanka,Cosmetics,,,
Europe,Switzerland,Household,,,
Asia,Myanmar,Fruits,,,
Sub-Saharan Africa,Eritrea,Baby Food,,,
Middle East and North Africa,Syria,Clothes,,,
Sub-Saharan Africa,Guinea,Personal Care,,,
Europe,Iceland,Cosmetics,,,
Europe,Ukraine,Vegetables,,,
North America,Canada,Personal Care,,,
Middle East and North Africa,Azerbaijan,Household,,,
Asia,Cambodia,Beverages,,,
Asia,Thailand,Beverages,,,
Europe,Ireland,Snacks,,,
Asia,Mongolia,Cereal,,,
Europe,Malta,Clothes,,,
Australia and Oceania,Papua New Guinea,Baby Food,,,
Middle East and North Africa,Jordan,Clothes,,,
Australia and Oceania,Nauru,Cereal,,,
Australia and Oceania,Vanuatu,Clothes,,,
Europe,Portugal,Clothes,,,
Europe,Ireland,Meat,,,
Middle East and North Africa,Egypt,Beverages,,,
Asia,Vietnam,Vegetables,,,
Asia,Bangladesh,Vegetables,,,
Europe,Estonia,Vegetables,,,
Asia,Uzbekistan,Household,,,
Europe,Albania,Meat,,,
Asia,Bangladesh,Cosmetics,,,
Europe,Serbia,Meat,,,
Middle East and North Africa,Yemen,Clothes,,,
Sub-Saharan Africa,Lesotho,Household,,,
Sub-Saharan Africa,Seychelles ,Fruits,,,
Middle East and North Africa,Oman,Cosmetics,,,
Australia and Oceania,Palau,Cosmetics,,,
Asia,Nepal,Beverages,,,
Australia and Oceania,Vanuatu,Beverages,,,
Australia and Oceania,Nauru,Personal Care,,,
Central America and the Caribbean,Panama,Vegetables,,,
Central America and the Caribbean,Grenada,Meat,,,
Sub-Saharan Africa,Malawi,Vegetables,,,
Asia,Myanmar,Beverages,,,
Sub-Saharan Africa,Burundi,Office Supplies,,,
Sub-Saharan Africa,Republic of the Congo,Household,,,
Sub-Saharan Africa,Cape Verde,Snacks,,,
Asia,India,Office Supplies,,,
Europe,Ukraine,Personal Care,,,
Sub-Saharan Africa,Nigeria,Household,,,
Asia,Malaysia,Office Supplies,,,
Middle East and North Africa,Jordan,Office Supplies,,,
North America,Mexico,Baby Food,,,
Europe,Ireland,Personal Care,,,
Europe,France,Personal Care,,,
Australia and Oceania,Papua New Guinea,Beverages,,,
Middle East and North Africa,Bahrain,Cereal,,,
Sub-Saharan Africa,Ethiopia,Snacks,,,
Australia and Oceania,Australia,Vegetables,,,
Sub-Saharan Africa,Guinea-Bissau,Vegetables,,,
Sub-Saharan Africa,Liberia,Snacks,,,
Europe,France,Office Supplies,,,
Middle East and North Africa,Lebanon,Beverages,,,
Asia,Cambodia,Clothes,,,
Sub-Saharan Africa,Namibia,Personal Care,,,
Central America and the Caribbean,Dominica,Clothes,,,
Central America and the Caribbean,Grenada,Personal Care,,,
Asia,Philippines,Office Supplies,,,
Sub-Saharan Africa,Cameroon,Personal Care,,,
Sub-Saharan Africa,Seychelles ,Beverages,,,
Europe,Ukraine,Household,,,
Europe,Malta,Household,,,
Sub-Saharan Africa,Ghana,Beverages,,,
Central America and the Caribbean,Dominican Republic,Cosmetics,,,
Europe,Germany,Cosmetics,,,
Europe,Lithuania,Personal Care,,,
Europe,Russia,Beverages,,,
Middle East and North Africa,Iran,Clothes,,,
North America,Canada,Meat,,,
Europe,Netherlands,Vegetables,,,
Middle East and North Africa,Morocco,Snacks,,,
Asia,Cambodia,Snacks,,,
Europe,Netherlands,Clothes,,,
Australia and Oceania,Federated States of Micronesia,Vegetables,,,
Europe,Latvia,Clothes,,,
North America,Greenland,Clothes,,,
Europe,Spain,Cosmetics,,,
Europe,Czech Republic,Household,,,
Europe,Moldova ,Baby Food,,,
Asia,Tajikistan,Personal Care,,,
Asia,Sri Lanka,Baby Food,,,
Australia and Oceania,Solomon Islands,Personal Care,,,
Sub-Saharan Africa,Republic of the Congo,Clothes,,,
Middle East and North Africa,Jordan,Personal Care,,,
Sub-Saharan Africa,Botswana,Meat,,,
Europe,Croatia,Vegetables,,,
Sub-Saharan Africa,Angola,Fruits,,,
Middle East and North Africa,Afghanistan,Cereal,,,
Central America and the Caribbean,Grenada,Snacks,,,
Sub-Saharan Africa,Eritrea,Cereal,,,
Sub-Saharan Africa,Botswana,Household,,,
Europe,Latvia,Cosmetics,,,
Europe,Belgium,Cosmetics,,,
Sub-Saharan Africa,Benin,Baby Food,,,
Middle East and North Africa,Azerbaijan,Fruits,,,
Europe,France,Cereal,,,
Middle East and North Africa,Iran,Snacks,,,
Europe,Slovenia,Meat,,,
Europe,Vatican City,Fruits,,,
Europe,Liechtenstein,Cereal,,,
Central America and the Caribbean,Panama,Beverages,,,
Central America and the Caribbean,Nicaragua,Personal Care,,,
Middle East and North Africa,Iran,Snacks,,,
Australia and Oceania,Papua New Guinea,Vegetables,,,
Asia,Maldives,Snacks,,,
Europe,San Marino,Personal Care,,,
Europe,Ukraine,Vegetables,,,
Europe,Norway,Cosmetics,,,
Australia and Oceania,Australia,Personal Care,,,
Europe,Netherlands,Clothes,,,
Australia and Oceania,New Zealand,Clothes,,,
Middle East and North Africa,United Arab Emirates,Household,,,
Central America and the Caribbean,The Bahamas,Personal Care,,,
Australia and Oceania,Federated States of Micronesia,Cosmetics,,,
Sub-Saharan Africa,Uganda,Meat,,,
Sub-Saharan Africa,Malawi,Cereal,,,
Europe,Lithuania,Snacks,,,
Europe,Ireland,Cosmetics,,,
Sub-Saharan Africa,The Gambia,Household,,,
Europe,San Marino,Clothes,,,
Sub-Saharan Africa,South Africa,Clothes,,,
Middle East and North Africa,Algeria,Beverages,,,
Australia and Oceania,East Timor,Personal Care,,,
Sub-Saharan Africa,Central African Republic,Clothes,,,
Europe,Georgia,Meat,,,
Sub-Saharan Africa,Botswana,Clothes,,,
Sub-Saharan Africa,Mozambique,Office Supplies,,,
Sub-Saharan Africa,Sierra Leone,Vegetables,,,
Middle East and North Africa,United Arab Emirates,Fruits,,,
Europe,Finland,Household,,,
Sub-Saharan Africa,Rwanda,Office Supplies,,,
Europe,Kosovo,Clothes,,,
Asia,Bangladesh,Fruits,,,
Central America and the Caribbean,Costa Rica,Cereal,,,
Europe,Liechtenstein,Clothes,,,
Sub-Saharan Africa,Burundi,Cosmetics,,,
Australia and Oceania,Solomon Islands,Household,,,
Sub-Saharan Africa,Guinea,Cosmetics,,,
Sub-Saharan Africa,Uganda,Household,,,
Asia,Uzbekistan,Beverages,,,
Central America and the Caribbean,Grenada,Snacks,,,
Europe,Estonia,Cereal,,,
Sub-Saharan Africa,Gabon,Vegetables,,,
Middle East and North Africa,Bahrain,Cereal,,,
Europe,Andorra,Snacks,,,
Sub-Saharan Africa,Burkina Faso,Cereal,,,
Europe,Georgia,Baby Food,,,
Middle East and North Africa,Iran,Beverages,,,
Europe,Lithuania,Baby Food,,,
Middle East and North Africa,Libya,Vegetables,,,
Asia,Taiwan,Beverages,,,
Central America and the Caribbean,Costa Rica,Household,,,
Europe,Lithuania,Personal Care,,,
Europe,Czech Republic,Cosmetics,,,
Europe,Netherlands,Vegetables,,,
Sub-Saharan Africa,Ghana,Personal Care,,,
Sub-Saharan Africa,Botswana,Personal Care,,,
Europe,Montenegro,Household,,,
Sub-Saharan Africa,Ethiopia,Office Supplies,,,
Middle East and North Africa,Algeria,Snacks,,,
Central America and the Caribbean,Haiti,Meat,,,
Australia and Oceania,New Zealand,Fruits,,,
Europe,Moldova ,Vegetables,,,
Middle East and North Africa,Algeria,Household,,,
Central America and the Caribbean,Panama,Vegetables,,,
Europe,Armenia,Beverages,,,
Sub-Saharan Africa,Togo,Office Supplies,,,
Middle East and North Africa,Azerbaijan,Fruits,,,
Middle East and North Africa,Afghanistan,Vegetables,,,
Sub-Saharan Africa,Mozambique,Baby Food,,,
Central America and the Caribbean,The Bahamas,Clothes,,,
Central America and the Caribbean,Dominica,Beverages,,,
Central America and the Caribbean,Antigua and Barbuda ,Snacks,,,
Australia and Oceania,Tuvalu,Household,,,
Sub-Saharan Africa,Mauritania,Household,,,
Sub-Saharan Africa,Niger,Clothes,,,
Middle East and North Africa,United Arab Emirates,Baby Food,,,
Middle East and North Africa,Iraq,Fruits,,,
Asia,Malaysia,Vegetables,,,
Europe,Croatia,Baby Food,,,
Sub-Saharan Africa,Burkina Faso,Baby Food,,,
Sub-Saharan Africa,Malawi,Snacks,,,
Sub-Saharan Africa,Eritrea,Baby Food,,,
Europe,Monaco,Beverages,,,
Middle East and North Africa,Lebanon,Cereal,,,
Middle East and North Africa,Yemen,Household,,,
Middle East and North Africa,Saudi Arabia,Snacks,,,
Central America and the Caribbean,El Salvador,Clothes,,,
Middle East and North Africa,Tunisia ,Meat,,,
Australia and Oceania,Samoa ,Baby Food,,,
Australia and Oceania,Marshall Islands,Cosmetics,,,
Middle East and North Africa,Libya,Household,,,
Middle East and North Africa,Qatar,Meat,,,
Europe,Finland,Baby Food,,,
Europe,Armenia,Cereal,,,
Sub-Saharan Africa,Botswana,Beverages,,,
North America,Canada,Cosmetics,,,
Sub-Saharan Africa,Ghana,Baby Food,,,
Central America and the Caribbean,Trinidad and Tobago,Snacks,,,
Europe,Liechtenstein,Household,,,
Central America and the Caribbean,Cuba,Snacks,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,,,
Europe,Russia,Household,,,
Sub-Saharan Africa,Malawi,Fruits,,,
Sub-Saharan Africa,Guinea,Household,,,
Europe,Lithuania,Personal Care,,,
Asia,Uzbekistan,Snacks,,,
Europe,Albania,Clothes,,,
Europe,Switzerland,Beverages,,,
Europe,Netherlands,Household,,,
Asia,South Korea,Meat,,,
Middle East and North Africa,Pakistan,Office Supplies,,,
Middle East and North Africa,Libya,Clothes,,,
Middle East and North Africa,Bahrain,Personal Care,,,
Central America and the Caribbean,Panama,Snacks,,,
Asia,Kyrgyzstan,Meat,,,
Middle East and North Africa,Yemen,Meat,,,
Australia and Oceania,Samoa ,Office Supplies,,,
Europe,Armenia,Cosmetics,,,
Middle East and North Africa,Kuwait,Fruits,,,
Asia,Philippines,Fruits,,,
Europe,Andorra,Personal Care,,,
Europe,Liechtenstein,Household,,,
Asia,India,Snacks,,,
Asia,Sri Lanka,Vegetables,,,
Europe,Slovakia,Cosmetics,,,
Europe,Latvia,Personal Care,,,
Australia and Oceania,Palau,Meat,,,
Sub-Saharan Africa,Central African Republic,Snacks,,,
Asia,Bhutan,Office Supplies,,,
Sub-Saharan Africa,Burundi,Cereal,,,
Europe,Luxembourg,Office Supplies,,,
Europe,Andorra,Cereal,,,
Middle East and North Africa,Somalia,Personal Care,,,
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,,,
Sub-Saharan Africa,Kenya,Snacks,,,
Middle East and North Africa,Tunisia ,Fruits,,,
Central America and the Caribbean,Dominican Republic,Snacks,,,
Sub-Saharan Africa,Djibouti,Clothes,,,
Europe,Russia,Baby Food,,,
Asia,China,Household,,,
Europe,Russia,Office Supplies,,,
Europe,Bosnia and Herzegovina,Office Supplies,,,
Sub-Saharan Africa,Tanzania,Cereal,,,
Asia,Bhutan,Vegetables,,,
Europe,Austria,Personal Care,,,
Sub-Saharan Africa,Madagascar,Meat,,,
Europe,Poland,Vegetables,,,
Central America and the Caribbean,Grenada,Household,,,
Europe,Netherlands,Meat,,,
Central America and the Caribbean,El Salvador,Vegetables,,,
Central America and the Caribbean,The Bahamas,Baby Food,,,
Middle East and North Africa,Morocco,Clothes,,,
Europe,France,Office Supplies,,,
Asia,Thailand,Baby Food,,,
Central America and the Caribbean,Haiti,Fruits,,,
Middle East and North Africa,Turkey,Beverages,,,
Europe,Liechtenstein,Personal Care,,,
Sub-Saharan Africa,Kenya,Beverages,,,
Asia,Cambodia,Vegetables,,,
Asia,Thailand,Vegetables,,,
Asia,Brunei,Cereal,,,
Australia and Oceania,Samoa ,Cereal,,,
Middle East and North Africa,Jordan,Office Supplies,,,
Middle East and North Africa,Somalia,Cosmetics,,,
Central America and the Caribbean,Dominican Republic,Vegetables,,,
Asia,Singapore,Beverages,,,
Europe,Vatican City,Clothes,,,
Australia and Oceania,Vanuatu,Household,,,
North America,Mexico,Vegetables,,,
Central America and the Caribbean,Dominica,Meat,,,
Europe,Montenegro,Personal Care,,,
Sub-Saharan Africa,Malawi,Cosmetics,,,
Europe,Albania,Meat,,,
Sub-Saharan Africa,Mozambique,Cereal,,,
Europe,Denmark,Cereal,,,
Asia,Laos,Household,,,
Middle East and North Africa,Iraq,Beverages,,,
Middle East and North Africa,Oman,Beverages,,,
Central America and the Caribbean,Haiti,Meat,,,
Middle East and North Africa,Kuwait,Personal Care,,,
Sub-Saharan Africa,Burundi,Beverages,,,
Middle East and North Africa,Iraq,Fruits,,,
Sub-Saharan Africa,Cameroon,Cereal,,,
Central America and the Caribbean,El Salvador,Cereal,,,
Middle East and North Africa,Iraq,Personal Care,,,
Asia,Taiwan,Cosmetics,,,
Australia and Oceania,New Zealand,Baby Food,,,
Sub-Saharan Africa,Benin,Vegetables,,,
Asia,Maldives,Fruits,,,
Europe,Moldova ,Baby Food,,,
Sub-Saharan Africa,Nigeria,Office Supplies,,,
Sub-Saharan Africa,Mozambique,Personal Care,,,
Sub-Saharan Africa,Liberia,Cereal,,,
Europe,Vatican City,Baby Food,,,
Sub-Saharan Africa,Djibouti,Household,,,
Europe,Romania,Baby Food,,,
Sub-Saharan Africa,Republic of the Congo,Vegetables,,,
Sub-Saharan Africa,Mauritius ,Fruits,,,
Asia,Japan,Beverages,,,
Asia,Bhutan,Beverages,,,
Middle East and North Africa,Turkey,Cosmetics,,,
Sub-Saharan Africa,Comoros,Cereal,,,
Middle East and North Africa,Iran,Office Supplies,,,
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,,,
Sub-Saharan Africa,Namibia,Snacks,,,
Central America and the Caribbean,Grenada,Personal Care,,,
North America,Greenland,Vegetables,,,
Europe,Latvia,Snacks,,,
Sub-Saharan Africa,Nigeria,Personal Care,,,
Sub-Saharan Africa,Uganda,Cosmetics,,,
North America,Greenland,Beverages,,,
Asia,South Korea,Vegetables,,,
Sub-Saharan Africa,Burundi,Personal Care,,,
Asia,India,Beverages,,,
Central America and the Caribbean,Cuba,Office Supplies,,,
Middle East and North Africa,Somalia,Cosmetics,,,
Sub-Saharan Africa,Kenya,Cereal,,,
Europe,Hungary,Cereal,,,
Asia,Maldives,Baby Food,,,
Europe,France,Meat,,,
Europe,Vatican City,Fruits,,,
Europe,Finland,Beverages,,,
Europe,Malta,Snacks,,,
Sub-Saharan Africa,Lesotho,Personal Care,,,
Europe,Czech Republic,Office Supplies,,,
Europe,Georgia,Personal Care,,,
Asia,Indonesia,Fruits,,,
Australia and Oceania,Palau,Household,,,
Central America and the Caribbean,El Salvador,Household,,,
Sub-Saharan Africa,Malawi,Vegetables,,,
Europe,Croatia,Office Supplies,,,
Europe,Austria,Beverages,,,
Sub-Saharan Africa,Eritrea,Vegetables,,,
Asia,Philippines,Office Supplies,,,
Sub-Saharan Africa,Botswana,Personal Care,,,
Middle East and North Africa,Azerbaijan,Personal Care,,,
Middle East and North Africa,Azerbaijan,Meat,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,,,
Europe,Sweden,Beverages,,,
Australia and Oceania,Tuvalu,Snacks,,,
Middle East and North Africa,United Arab Emirates,Meat,,,
